id,product gcmd id,sds name,product,product version,processing level,measurements,keywords,time interval,spatial resolution,instrument,platform,platform instrument
FLDAS_NOAH01_B_WA_M_001_SWdown_f_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SWdown_f_tavg,FLDAS_NOAH01_B_WA_M,001,4,Incident Radiation,Downward;shortwave;radiation;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Swnet_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Swnet_tavg,FLDAS_NOAH01_B_WA_M,001,4,"Radiation, Net",Net;shortwave;radiation;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Tair_f_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Tair_f_tavg,FLDAS_NOAH01_B_WA_M,001,4,Air Temperature,Air;temperature,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Wind_f_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Wind_f_tavg,FLDAS_NOAH01_B_WA_M,001,4,Wind,Wind;speed,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
MOD08_M3_6_Aerosol_Scattering_Angle_Mean_Mean,MOD08_M3_C6,Aerosol_Scattering_Angle_Mean_Mean,MOD08_M3,6,3,Scattering Angle,MODIS;C6,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Atmospheric_Water_Vapor_High_QA_Mean_Mean,MOD08_M3_C6,Atmospheric_Water_Vapor_High_QA_Mean_Mean,MOD08_M3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Atmospheric_Water_Vapor_Low_QA_Mean_Mean,MOD08_M3_C6,Atmospheric_Water_Vapor_Low_QA_Mean_Mean,MOD08_M3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Atmospheric_Water_Vapor_QA_Mean_Mean,MOD08_M3_C6,Atmospheric_Water_Vapor_QA_Mean_Mean,MOD08_M3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cirrus_Reflectance_Mean_Mean,MOD08_M3_C6,Cirrus_Reflectance_Mean_Mean,MOD08_M3,6,3,Cloud Properties,cloud;MODIS;C6,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Effective_Radius_Ice_Mean_Mean,MOD08_M3_C6,Cloud_Effective_Radius_Ice_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud particle size,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Effective_Radius_Liquid_Mean_Mean,MOD08_M3_C6,Cloud_Effective_Radius_Liquid_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud particle size,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Fraction_Day_Mean_Mean,MOD08_M3_C6,Cloud_Fraction_Day_Mean_Mean,MOD08_M3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Fraction_Mean_Mean,MOD08_M3_C6,Cloud_Fraction_Mean_Mean,MOD08_M3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Fraction_Night_Mean_Mean,MOD08_M3_C6,Cloud_Fraction_Night_Mean_Mean,MOD08_M3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Optical_Thickness_Combined_Mean_Mean,MOD08_M3_C6,Cloud_Optical_Thickness_Combined_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Optical_Thickness_Ice_Mean_Mean,MOD08_M3_C6,Cloud_Optical_Thickness_Ice_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Optical_Thickness_Liquid_Mean_Mean,MOD08_M3_C6,Cloud_Optical_Thickness_Liquid_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Top_Pressure_Day_Mean_Mean,MOD08_M3_C6,Cloud_Top_Pressure_Day_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Top_Pressure_Mean_Mean,MOD08_M3_C6,Cloud_Top_Pressure_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Top_Pressure_Night_Mean_Mean,MOD08_M3_C6,Cloud_Top_Pressure_Night_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Top_Temperature_Day_Mean_Mean,MOD08_M3_C6,Cloud_Top_Temperature_Day_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top properties,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Top_Temperature_Mean_Mean,MOD08_M3_C6,Cloud_Top_Temperature_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top properties,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Top_Temperature_Night_Mean_Mean,MOD08_M3_C6,Cloud_Top_Temperature_Night_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top properties,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Water_Path_Ice_Mean_Mean,MOD08_M3_C6,Cloud_Water_Path_Ice_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Cloud_Water_Path_Liquid_Mean_Mean,MOD08_M3_C6,Cloud_Water_Path_Liquid_Mean_Mean,MOD08_M3,6,3,Cloud Properties,MODIS;C6,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Deep_Blue_Angstrom_Exponent_Land_Mean_Mean,MOD08_M3_C6,Deep_Blue_Angstrom_Exponent_Land_Mean_Mean,MOD08_M3,6,3,Angstrom Exponent,land-only;MODIS;C6;Aerosol Angstrom Coefficient,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Water_Vapor_Near_Infrared_Clear_Mean_Mean,MOD08_M3_C6,Water_Vapor_Near_Infrared_Clear_Mean_Mean,MOD08_M3,6,3,Atmospheric Moisture,MODIS;C6;NIR,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MOD08_M3_6_Water_Vapor_Near_Infrared_Cloud_Mean_Mean,MOD08_M3_C6,Water_Vapor_Near_Infrared_Cloud_Mean_Mean,MOD08_M3,6,3,Atmospheric Moisture,MODIS;C6;NIR,monthly,1 deg.,MODIS,Terra,MODIS-Terra
MYD08_M3_6_Aerosol_Scattering_Angle_Mean_Mean,MYD08_M3_C6,Aerosol_Scattering_Angle_Mean_Mean,MYD08_M3,6,3,Scattering Angle,MODIS;C6,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Atmospheric_Water_Vapor_High_QA_Mean_Mean,MYD08_M3_C6,Atmospheric_Water_Vapor_High_QA_Mean_Mean,MYD08_M3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Atmospheric_Water_Vapor_Low_QA_Mean_Mean,MYD08_M3_C6,Atmospheric_Water_Vapor_Low_QA_Mean_Mean,MYD08_M3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Atmospheric_Water_Vapor_QA_Mean_Mean,MYD08_M3_C6,Atmospheric_Water_Vapor_QA_Mean_Mean,MYD08_M3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cirrus_Reflectance_Mean_Mean,MYD08_M3_C6,Cirrus_Reflectance_Mean_Mean,MYD08_M3,6,3,Cloud Properties,cloud;MODIS;C6,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Effective_Radius_Ice_Mean_Mean,MYD08_M3_C6,Cloud_Effective_Radius_Ice_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud particle size,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Effective_Radius_Liquid_Mean_Mean,MYD08_M3_C6,Cloud_Effective_Radius_Liquid_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud particle size,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Fraction_Day_Mean_Mean,MYD08_M3_C6,Cloud_Fraction_Day_Mean_Mean,MYD08_M3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Fraction_Mean_Mean,MYD08_M3_C6,Cloud_Fraction_Mean_Mean,MYD08_M3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Fraction_Night_Mean_Mean,MYD08_M3_C6,Cloud_Fraction_Night_Mean_Mean,MYD08_M3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Optical_Thickness_Combined_Mean_Mean,MYD08_M3_C6,Cloud_Optical_Thickness_Combined_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Optical_Thickness_Ice_Mean_Mean,MYD08_M3_C6,Cloud_Optical_Thickness_Ice_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Optical_Thickness_Liquid_Mean_Mean,MYD08_M3_C6,Cloud_Optical_Thickness_Liquid_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Top_Pressure_Day_Mean_Mean,MYD08_M3_C6,Cloud_Top_Pressure_Day_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Top_Pressure_Mean_Mean,MYD08_M3_C6,Cloud_Top_Pressure_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Top_Pressure_Night_Mean_Mean,MYD08_M3_C6,Cloud_Top_Pressure_Night_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Top_Temperature_Day_Mean_Mean,MYD08_M3_C6,Cloud_Top_Temperature_Day_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top properties,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Top_Temperature_Mean_Mean,MYD08_M3_C6,Cloud_Top_Temperature_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top properties,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Top_Temperature_Night_Mean_Mean,MYD08_M3_C6,Cloud_Top_Temperature_Night_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6;cloud top properties,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Water_Path_Ice_Mean_Mean,MYD08_M3_C6,Cloud_Water_Path_Ice_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Cloud_Water_Path_Liquid_Mean_Mean,MYD08_M3_C6,Cloud_Water_Path_Liquid_Mean_Mean,MYD08_M3,6,3,Cloud Properties,MODIS;C6,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Deep_Blue_Angstrom_Exponent_Land_Mean_Mean,MYD08_M3_C6,Deep_Blue_Angstrom_Exponent_Land_Mean_Mean,MYD08_M3,6,3,Angstrom Exponent,land-only;MODIS;C6;Aerosol Angstrom Coefficient,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Water_Vapor_Near_Infrared_Clear_Mean_Mean,MYD08_M3_C6,Water_Vapor_Near_Infrared_Clear_Mean_Mean,MYD08_M3,6,3,Atmospheric Moisture,MODIS;C6;NIR,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_M3_6_Water_Vapor_Near_Infrared_Cloud_Mean_Mean,MYD08_M3_C6,Water_Vapor_Near_Infrared_Cloud_Mean_Mean,MYD08_M3,6,3,Atmospheric Moisture,MODIS;C6;NIR,monthly,1 deg.,MODIS,Aqua,MODIS-Aqua
GLDAS_NOAH10_3H_2_0_Lwnet_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,Lwnet_tavg,GLDAS_NOAH10_3H,2.0,4,"Radiation, Net",Net;longwave;radiation;flux,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
MAI3CPASM_5_2_0_EPV,GES_DISC_MAI3CPASM_V5.2.0,EPV,MAI3CPASM,5.2.0,4,Vorticity,Ertel;potential;vorticity;MERRA;3-hourly;Reanalysis;MAI3CPASM;Assimilation;Atmospheric;Model;3D;inst3_3d_asm_Cp,3-hourly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
GLDAS_NOAH10_3H_2_0_Swnet_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,Swnet_tavg,GLDAS_NOAH10_3H,2.0,4,"Radiation, Net",Net;shortwave;radiation;flux,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
MYD08_D3_6_Aerosol_Scattering_Angle_Mean,MYD08_D3_C6,Aerosol_Scattering_Angle_Mean,MYD08_D3,6,3,Scattering Angle,MODIS;C6,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Atmospheric_Water_Vapor_High_QA_Mean,MYD08_D3_C6,Atmospheric_Water_Vapor_High_QA_Mean,MYD08_D3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Atmospheric_Water_Vapor_QA_Mean,MYD08_D3_C6,Atmospheric_Water_Vapor_QA_Mean,MYD08_D3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Atmospheric_Water_Vapor_Low_QA_Mean,MYD08_D3_C6,Atmospheric_Water_Vapor_Low_QA_Mean,MYD08_D3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cirrus_Reflectance_Mean,MYD08_D3_C6,Cirrus_Reflectance_Mean,MYD08_D3,6,3,Cloud Properties,cloud;MODIS;C6,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Effective_Radius_Ice_Mean,MYD08_D3_C6,Cloud_Effective_Radius_Ice_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud particle size,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Effective_Radius_Liquid_Mean,MYD08_D3_C6,Cloud_Effective_Radius_Liquid_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud particle size,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Fraction_Day_Mean,MYD08_D3_C6,Cloud_Fraction_Day_Mean,MYD08_D3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Fraction_Mean,MYD08_D3_C6,Cloud_Fraction_Mean,MYD08_D3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
GLDAS_NOAH10_3H_2_0_CanopInt_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,CanopInt_inst,GLDAS_NOAH10_3H,2.0,4,Canopy Water Storage,Canopy;Surface;Water,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_PotEvap_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,PotEvap_tavg,GLDAS_NOAH10_3H,2.0,4,Evaporation,Potential;evaporation;rate,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Qh_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,Qh_tavg,GLDAS_NOAH10_3H,2.0,4,Sensible Heat Flux,Sensible;Heat;Flux,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Snowf_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,Snowf_tavg,GLDAS_NOAH10_3H,2.0,4,Precipitation,Snow;precipitation;rate,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
MYD08_D3_6_Cloud_Fraction_Night_Mean,MYD08_D3_C6,Cloud_Fraction_Night_Mean,MYD08_D3,6,3,Cloud Fraction,cloud mask;MODIS;C6;cloud cover;cloud amount;cloud presence;cloud frequency,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Optical_Thickness_Ice_Mean,MYD08_D3_C6,Cloud_Optical_Thickness_Ice_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Optical_Thickness_Liquid_Mean,MYD08_D3_C6,Cloud_Optical_Thickness_Liquid_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud optical depth;tau,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Top_Pressure_Day_Mean,MYD08_D3_C6,Cloud_Top_Pressure_Day_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
NLDAS_VIC0125_H_002_soilm0_100cm,GES_DISC_NLDAS_VIC0125_H_V002,soilm0_100cm,NLDAS_VIC0125_H,002,4,Soil Moisture,Soil;moisture;content;0-100;cm,hourly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_H_002_lhtflsfc,GES_DISC_NLDAS_VIC0125_H_V002,lhtflsfc,NLDAS_VIC0125_H,002,4,Heat Flux,Latent;heat;flux,hourly,0.125 deg.,Model,VIC-LSM,NLDAS Model
MYD08_D3_6_Cloud_Top_Pressure_Mean,MYD08_D3_C6,Cloud_Top_Pressure_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Top_Pressure_Night_Mean,MYD08_D3_C6,Cloud_Top_Pressure_Night_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top height;cloud type presence;cloud base height;cloud deck height,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Top_Temperature_Day_Mean,MYD08_D3_C6,Cloud_Top_Temperature_Day_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top properties,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Top_Temperature_Mean,MYD08_D3_C6,Cloud_Top_Temperature_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top properties,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Top_Temperature_Night_Mean,MYD08_D3_C6,Cloud_Top_Temperature_Night_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6;cloud top properties,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Water_Path_Liquid_Mean,MYD08_D3_C6,Cloud_Water_Path_Liquid_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Cloud_Water_Path_Ice_Mean,MYD08_D3_C6,Cloud_Water_Path_Ice_Mean,MYD08_D3,6,3,Cloud Properties,MODIS;C6,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
GLDAS_NOAH10_3H_2_0_Qair_f_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,Qair_f_inst,GLDAS_NOAH10_3H,2.0,4,Atmospheric Moisture,Specific;humidity,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Qs_acc,GES_DISC_GLDAS_NOAH10_3H_V2.0,Qs_acc,GLDAS_NOAH10_3H,2.0,4,Runoff,Surface;Runoff,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
MYD08_D3_6_Water_Vapor_Near_Infrared_Clear_Mean,MYD08_D3_C6,Water_Vapor_Near_Infrared_Clear_Mean,MYD08_D3,6,3,Atmospheric Moisture,MODIS;C6;NIR,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MYD08_D3_6_Deep_Blue_Angstrom_Exponent_Land_Mean,MYD08_D3_C6,Deep_Blue_Angstrom_Exponent_Land_Mean,MYD08_D3,6,3,Angstrom Exponent,land-only;MODIS;C6;Aerosol Angstrom Coefficient,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MOD08_D3_6_Aerosol_Scattering_Angle_Mean,MOD08_D3_C6,Aerosol_Scattering_Angle_Mean,MOD08_D3,6,3,Scattering Angle,MODIS;C6,daily,1 deg.,MODIS,Terra,MODIS-Terra
MYD08_D3_6_Water_Vapor_Near_Infrared_Cloud_Mean,MYD08_D3_C6,Water_Vapor_Near_Infrared_Cloud_Mean,MYD08_D3,6,3,Atmospheric Moisture,MODIS;C6;NIR,daily,1 deg.,MODIS,Aqua,MODIS-Aqua
MOD08_D3_6_Atmospheric_Water_Vapor_High_QA_Mean,MOD08_D3_C6,Atmospheric_Water_Vapor_High_QA_Mean,MOD08_D3,6,3,Atmospheric Moisture,MODIS;C6;Moisture;Humidity;Specific Humidity;Relative Humidity;Dew Point Temperature;Precipitable Water Vapor;Total Precipitable Water Vapor;Water Column Density,daily,1 deg.,MODIS,Terra,MODIS-Terra
GLDAS_NOAH10_3H_2_0_Tveg_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,Tveg_tavg,GLDAS_NOAH10_3H,2.0,4,Evapotranspiration,Transpiration,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Psurf_f_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,Psurf_f_inst,GLDAS_NOAH10_3H,2.0,4,Air Pressure,Air;Pressure;Surface,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
MAI3CPASM_5_2_0_O3,GES_DISC_MAI3CPASM_V5.2.0,O3,MAI3CPASM,5.2.0,4,Ozone,Ozone;mixing;ratio;O3;MERRA;Hourly;3-hourly;Reanalysis;Model;MAI3CPASM;inst3_3d_asm_Cp;3D;Assimilation,3-hourly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MAI3CPASM_5_2_0_H,GES_DISC_MAI3CPASM_V5.2.0,H,MAI3CPASM,5.2.0,4,"Geopotential;Height, Level",Geopotential;height;MERRA;Hourly;3-hourly;Reanalysis;MAI3CPASM;Assimilation;Atmospheric;Model;3D;inst3_3d_asm_Cp,3-hourly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
GLDAS_NOAH10_3H_2_0_Wind_f_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,Wind_f_inst,GLDAS_NOAH10_3H,2.0,4,Wind Velocity,Near;surface;wind;speed,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_SnowDepth_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,SnowDepth_inst,GLDAS_NOAH10_3H,2.0,4,Snow/Ice,Snow;depth,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
M2TMNXSLV_5_12_4_T10M,GES_DISC_M2TMNXSLV_V5.12.4,T10M,M2TMNXSLV,5.12.4,4,Air Temperature,Temperature;Surface;10m;MERRA-2;Monthly;M2TMNXSLV;tavgM_2d_slv_Nx;Reanalysis;Model;10-meter;air,monthly,0.5 x 0.625 deg.,MERRA-2,Models/Analyses,MERRA-2 Model
